FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
upa.fid-26cf0271_15535a94121_3d55,62636,Macapá - AP - Macapá - AP - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,AP,MACAPÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-51.066 0.039)),0
upa.fid-26cf0271_15535a94121_3d56,62637,Conceição do Coité - BA - Conceição do Coité - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,CONCEIÇÃO DO COITÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.283 -11.564)),0
upa.fid-26cf0271_15535a94121_3d57,62638,Euclides da Cunha - BA - Euclides da Cunha - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,EUCLIDES DA CUNHA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.014 -10.508)),0
upa.fid-26cf0271_15535a94121_3d58,62639,Ibotirama - BA - Ibotirama - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,IBOTIRAMA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.221 -12.185)),0
upa.fid-26cf0271_15535a94121_3d59,62640,Ipiaú - BA - Ipiaú - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,IPIAÚ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.734 -14.137)),0
upa.fid-26cf0271_15535a94121_3d5a,62641,Itabuna - BA - Itabuna - BA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,ITABUNA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.28 -14.786)),0
upa.fid-26cf0271_15535a94121_3d5b,62642,Jacobina - BA - Jacobina - BA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,JACOBINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.518 -11.181)),0
upa.fid-26cf0271_15535a94121_3d5c,62643,Jaguaquara - BA - Jaguaquara - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,JAGUAQUARA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.971 -13.531)),0
upa.fid-26cf0271_15535a94121_3d5d,62644,Livramento de Nossa Senhora - BA - Livramento de Nossa Senhora - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,LIVRAMENTO DE NOSSA SENHORA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.841 -13.643)),0
upa.fid-26cf0271_15535a94121_3d5e,62645,Maragogipe - BA - Maragogipe - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,MARAGOGIPE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.919 -12.778)),0
upa.fid-26cf0271_15535a94121_3d5f,62646,Monte Santo - BA - Monte Santo - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,MONTE SANTO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.333 -10.438)),0
upa.fid-26cf0271_15535a94121_3d60,62647,Mucuri - BA - Mucuri - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,MUCURI,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.551 -18.086)),0
upa.fid-26cf0271_15535a94121_3d61,62648,Serrinha - BA - Serrinha - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,SERRINHA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.008 -11.664)),0
upa.fid-26cf0271_15535a94121_3d62,62649,Teixeira de Freitas - BA - Teixeira de Freitas - BA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,TEIXEIRA DE FREITAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.742 -17.535)),0
upa.fid-26cf0271_15535a94121_3d63,62650,Tucano - BA - Tucano - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,TUCANO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.787 -10.963)),0
upa.fid-26cf0271_15535a94121_3d64,62651,Fortaleza - CE - Fortaleza - CE - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,FORTALEZA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.543 -3.717)),0
upa.fid-26cf0271_15535a94121_3d65,62652,Fortaleza - CE - Fortaleza - CE - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,FORTALEZA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.543 -3.717)),0
upa.fid-26cf0271_15535a94121_3d66,62653,Fortaleza - CE - Fortaleza - CE - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,FORTALEZA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.543 -3.717)),0
upa.fid-26cf0271_15535a94121_3d67,62654,Jaguaribe - CE - Jaguaribe - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,JAGUARIBE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.622 -5.891)),0
upa.fid-26cf0271_15535a94121_3d68,62655,Jijoca de Jericoacoara - CE - Jijoca de Jericoacoara - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Estado,CE,JIJOCA DE JERICOACOARA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.513 -2.794)),0
upa.fid-26cf0271_15535a94121_3d69,62656,Quixeramobim - CE - Quixeramobim - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,QUIXERAMOBIM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.293 -5.199)),0
upa.fid-26cf0271_15535a94121_3d6a,62657,Cachoeiro de Itapemirim - ES - Cachoeiro de Itapemirim - ES - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,ES,CACHOEIRO DE ITAPEMIRIM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.113 -20.849)),0
upa.fid-26cf0271_15535a94121_3d6b,62658,Cariacica - ES - Cariacica - ES - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,ES,CARIACICA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.42 -20.264)),0
upa.fid-26cf0271_15535a94121_3d6c,62659,Nova Venécia - ES - Nova Venécia - ES - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,ES,NOVA VENÉCIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.401 -18.711)),0
upa.fid-26cf0271_15535a94121_3d6d,62660,Viana - ES - Viana - ES - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,ES,VIANA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.496 -20.39)),0
upa.fid-26cf0271_15535a94121_3d6e,62661,Caldas Novas - GO - Caldas Novas - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,CALDAS NOVAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.626 -17.744)),0
upa.fid-26cf0271_15535a94121_3d6f,62662,Campos Belos - GO - Campos Belos - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,CAMPOS BELOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.772 -13.037)),0
upa.fid-26cf0271_15535a94121_3d70,62663,Goianésia - GO - Goianésia - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,GOIANÉSIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.117 -15.317)),0
upa.fid-26cf0271_15535a94121_3d71,62664,Inhumas - GO - Inhumas - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,INHUMAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.496 -16.358)),0
upa.fid-26cf0271_15535a94121_3d72,62665,Luziânia - GO - Luziânia - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,LUZIÂNIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.95 -16.253)),0
upa.fid-26cf0271_15535a94121_3d73,62666,Mineiros - GO - Mineiros - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,MINEIROS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-52.551 -17.569)),0
upa.fid-26cf0271_15535a94121_3d74,62667,Niquelândia - GO - Niquelândia - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,NIQUELÂNDIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.46 -14.474)),0
upa.fid-26cf0271_15535a94121_3d75,62668,Pontalina - GO - Pontalina - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,PONTALINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.449 -17.526)),0
upa.fid-26cf0271_15535a94121_3d76,62669,Posse - GO - Posse - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,POSSE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.369 -14.093)),0
upa.fid-26cf0271_15535a94121_3d77,62670,Quirinópolis - GO - Quirinópolis - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,QUIRINÓPOLIS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.452 -18.448)),0
upa.fid-26cf0271_15535a94121_3d78,62671,Rio Verde - GO - Rio Verde - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,RIO VERDE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-50.928 -17.798)),0
upa.fid-26cf0271_15535a94121_3d79,62672,Santa Helena de Goiás - GO - Santa Helena de Goiás - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,SANTA HELENA DE GOIÁS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.597 -17.814)),0
upa.fid-26cf0271_15535a94121_3d7a,62673,Uruaçu - GO - Uruaçu - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,URUAÇU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.141 -14.525)),0
upa.fid-26cf0271_15535a94121_3d7b,62674,Bacabal - MA - Bacabal - MA - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,BACABAL,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-44.78 -4.225)),0
upa.fid-26cf0271_15535a94121_3d7c,62675,Balsas - MA - Balsas - MA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,BALSAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.036 -7.533)),0
upa.fid-26cf0271_15535a94121_3d7d,62676,Caxias - MA - Caxias - MA - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,CAXIAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.356 -4.859)),0
upa.fid-26cf0271_15535a94121_3d7e,62677,Chapadinha - MA - Chapadinha - MA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,CHAPADINHA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.36 -3.742)),0
upa.fid-26cf0271_15535a94121_3d7f,62678,Coelho Neto - MA - Coelho Neto - MA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,COELHO NETO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.013 -4.257)),0
upa.fid-26cf0271_15535a94121_3d80,62679,Estreito - MA - Estreito - MA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,ESTREITO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.451 -6.561)),0
upa.fid-26cf0271_15535a94121_3d81,62680,Imperatriz - MA - Imperatriz - MA - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,IMPERATRIZ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-47.476 -5.526)),0
upa.fid-26cf0271_15535a94121_3d82,62681,Porto Franco - MA - Porto Franco - MA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,PORTO FRANCO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.399 -6.338)),0
upa.fid-26cf0271_15535a94121_3d83,62682,São Luís - MA - São Luís - MA - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,SÃO LUÍS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-44.303 -2.53)),0
upa.fid-26cf0271_15535a94121_3d84,62683,São Luís - MA - São Luís - MA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,SÃO LUÍS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-44.303 -2.53)),0
upa.fid-26cf0271_15535a94121_3d85,62684,Zé Doca - MA - Zé Doca - MA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,ZÉ DOCA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-45.824 -3.243)),0
upa.fid-26cf0271_15535a94121_3d86,62685,Conselheiro Lafaiete - MG - Conselheiro Lafaiete - MG - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,CONSELHEIRO LAFAIETE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-43.786 -20.66)),0
upa.fid-26cf0271_15535a94121_3d87,62686,Itabira - MG - Itabira - MG - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,ITABIRA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.227 -19.619)),0
upa.fid-26cf0271_15535a94121_3d88,62687,Jaíba - MG - Jaíba - MG - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,JAÍBA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.674 -15.338)),0
upa.fid-26cf0271_15535a94121_3d89,62688,Lagoa da Prata - MG - Lagoa da Prata - MG - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,LAGOA DA PRATA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-45.544 -20.023)),0
upa.fid-26cf0271_15535a94121_3d8a,62689,Lagoa Santa - MG - Lagoa Santa - MG - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,LAGOA SANTA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.89 -19.627)),0
upa.fid-26cf0271_15535a94121_3d8b,62690,Mariana - MG - Mariana - MG - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,MARIANA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.416 -20.378)),0
upa.fid-26cf0271_15535a94121_3d8c,62691,Pará de Minas - MG - Pará de Minas - MG - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,PARÁ DE MINAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-44.608 -19.86)),0
upa.fid-26cf0271_15535a94121_3d8d,62692,Ponte Nova - MG - Ponte Nova - MG - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,PONTE NOVA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.909 -20.416)),0
upa.fid-26cf0271_15535a94121_3d8e,62693,Salinas - MG - Salinas - MG - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,SALINAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.29 -16.17)),0
upa.fid-26cf0271_15535a94121_3d8f,62694,Sarzedo - MG - Sarzedo - MG - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,SARZEDO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-44.145 -20.035)),0
upa.fid-26cf0271_15535a94121_3d90,62695,Ponta Porã - MS - Ponta Porã - MS - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MS,PONTA PORÃ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-55.726 -22.536)),0
upa.fid-26cf0271_15535a94121_3d91,62696,Sidrolândia - MS - Sidrolândia - MS - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MS,SIDROLÂNDIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.961 -20.932)),0
upa.fid-26cf0271_15535a94121_3d92,62697,Água Boa - MT - Água Boa - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,ÁGUA BOA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-52.159 -14.05)),0
upa.fid-26cf0271_15535a94121_3d93,62698,Campo Verde - MT - Campo Verde - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,CAMPO VERDE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-55.169 -15.547)),0
upa.fid-26cf0271_15535a94121_3d94,62699,Colniza - MT - Colniza - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,COLNIZA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-59.023 -9.411)),0
upa.fid-26cf0271_15535a94121_3d95,62700,Cuiabá - MT - Cuiabá - MT - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-56.097 -15.596)),0
upa.fid-26cf0271_15535a94121_3d96,62701,Cuiabá - MT - Cuiabá - MT - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-56.097 -15.596)),0
upa.fid-26cf0271_15535a94121_3d97,62702,Guarantã do Norte - MT - Guarantã do Norte - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,GUARANTÃ DO NORTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.91 -9.788)),0
upa.fid-26cf0271_15535a94121_3d98,62703,Poconé - MT - Poconé - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,POCONÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-56.623 -16.257)),0
upa.fid-26cf0271_15535a94121_3d99,62704,Várzea Grande - MT - Várzea Grande - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,VÁRZEA GRANDE,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-56.133 -15.647)),0
upa.fid-26cf0271_15535a94121_3d9a,62705,Ananindeua - PA - Ananindeua - PA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,ANANINDEUA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.372 -1.366)),0
upa.fid-26cf0271_15535a94121_3d9b,62706,Ananindeua - PA - Ananindeua - PA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,ANANINDEUA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.372 -1.366)),0
upa.fid-26cf0271_15535a94121_3d9c,62707,Belém - PA - Belém - PA - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,BELÉM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.504 -1.456)),0
upa.fid-26cf0271_15535a94121_3d9d,62708,Belém - PA - Belém - PA - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,BELÉM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.504 -1.456)),0
upa.fid-26cf0271_15535a94121_3d9e,62709,Belém - PA - Belém - PA - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,BELÉM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.504 -1.456)),0
upa.fid-26cf0271_15535a94121_3d9f,62710,Conceição do Araguaia - PA - Conceição do Araguaia - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,CONCEIÇÃO DO ARAGUAIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.265 -8.258)),0
upa.fid-26cf0271_15535a94121_3da0,62711,Dom Eliseu - PA - Dom Eliseu - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,DOM ELISEU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.505 -4.285)),0
upa.fid-26cf0271_15535a94121_3da1,62712,Ipixuna do Pará - PA - Ipixuna do Pará - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,IPIXUNA DO PARÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.494 -2.558)),0
upa.fid-26cf0271_15535a94121_3da2,62713,Itupiranga - PA - Itupiranga - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,ITUPIRANGA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.327 -5.135)),0
upa.fid-26cf0271_15535a94121_3da3,62714,Tomé-Açu - PA - Tomé-Açu - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,TOMÉ-AÇU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.152 -2.419)),0
upa.fid-26cf0271_15535a94121_3da4,62715,Vigia - PA - Vigia - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,VIGIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.142 -0.858)),0
upa.fid-26cf0271_15535a94121_3da5,62716,Bananeiras - PB - Bananeiras - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,BANANEIRAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.633 -6.75)),0
upa.fid-26cf0271_15535a94121_3da6,62717,Conde - PB - Conde - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,CONDE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-34.908 -7.26)),0
upa.fid-26cf0271_15535a94121_3da7,62718,Esperança - PB - Esperança - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,ESPERANÇA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.86 -7.023)),0
upa.fid-26cf0271_15535a94121_3da8,62719,Ingá - PB - Ingá - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,INGÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.613 -7.268)),0
upa.fid-26cf0271_15535a94121_3da9,62720,Itabaiana - PB - Itabaiana - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,ITABAIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-35.333 -7.329)),0
upa.fid-26cf0271_15535a94121_3daa,62721,João Pessoa - PB - João Pessoa - PB - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-34.863 -7.115)),0
upa.fid-26cf0271_15535a94121_3dab,62722,João Pessoa - PB - João Pessoa - PB - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-34.863 -7.115)),0
upa.fid-26cf0271_15535a94121_3dac,62723,Rio Tinto - PB - Rio Tinto - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,RIO TINTO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.081 -6.803)),0
upa.fid-26cf0271_15535a94121_3dad,62724,Sapé - PB - Sapé - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,SAPÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.233 -7.095)),0
upa.fid-26cf0271_15535a94121_3dae,62725,Araripina - PE - Araripina - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,ARARIPINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.498 -7.576)),0
upa.fid-26cf0271_15535a94121_3daf,62726,Belo Jardim - PE - Belo Jardim - PE - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,BELO JARDIM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.424 -8.336)),0
upa.fid-26cf0271_15535a94121_3db0,62727,Bonito - PE - Bonito - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,BONITO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.729 -8.47)),0
upa.fid-26cf0271_15535a94121_3db1,62728,Cabrobó - PE - Cabrobó - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,CABROBÓ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.307 -8.512)),0
upa.fid-26cf0271_15535a94121_3db2,62729,Camaragibe - PE - Camaragibe - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,CAMARAGIBE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-34.981 -8.022)),0
upa.fid-26cf0271_15535a94121_3db3,62731,Ipojuca - PE - Ipojuca - PE - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,IPOJUCA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.064 -8.399)),0
upa.fid-26cf0271_15535a94121_3db4,62732,Paudalho - PE - Paudalho - PE - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,PAUDALHO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-35.18 -7.897)),0
upa.fid-26cf0271_15535a94121_3db5,62733,Recife - PE - Recife - PE - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,RECIFE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-34.881 -8.054)),0
upa.fid-26cf0271_15535a94121_3db6,62734,Salgueiro - PE - Salgueiro - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,SALGUEIRO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.12 -8.067)),0
upa.fid-26cf0271_15535a94121_3db7,62735,São Bento do Una - PE - São Bento do Una - PE - Ampliação - UPA,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,SÃO BENTO DO UNA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-36.444 -8.523)),0
